"institution"	"location"	"stars_version"	"rating"	"valid_through"	"URL"	"latest_report"
"University of North Georgia"	"United States,
              GA"	2.2	"Bronze"	"Dec. 20, 2022"	"https://reports.aashe.org/institutions/university-of-north-georgia-ga/report/"	"https://reports.aashe.orgNA"
"University of Texas at El Paso"	"United States,
              TX"	2	"Bronze
                
                    *"	"April 29, 2019"	"https://reports.aashe.org/institutions/university-of-texas-at-el-paso-tx/report/"	"https://reports.aashe.orgNA"
"University of Wyoming"	"United States,
              WY"	2.1	"Bronze"	"April 28, 2022"	"https://reports.aashe.org/institutions/university-of-wyoming-wy/report/"	"https://reports.aashe.orgNA"
"University of the District of Columbia"	"United States,
              DC"	1.1	"Bronze
                
                    *"	"Feb. 16, 2015"	"https://reports.aashe.org/institutions/university-of-the-district-of-columbia-dc/report/"	"https://reports.aashe.orgNA"
"Washtenaw Community College"	"United States,
              MI"	2.1	"Bronze"	"Nov. 18, 2021"	"https://reports.aashe.org/institutions/washtenaw-community-college-mi/report/"	"https://reports.aashe.orgNA"
"Whatcom Community College"	"United States,
              WA"	2.1	"Bronze
                
                    *"	"May 1, 2021"	"https://reports.aashe.org/institutions/whatcom-community-college-wa/report/"	"https://reports.aashe.orgNA"
"Yeshiva University"	"United States,
              NY"	1.2	"Bronze
                
                    *"	"Feb. 10, 2017"	"https://reports.aashe.org/institutions/yeshiva-university-ny/report/"	"https://reports.aashe.orgNA"
"Albion College"	"United States,
              MI"	2.1	"Reporter"	"March 7, 2024"	"https://reports.aashe.org/institutions/albion-college-mi/report/"	"https://reports.aashe.orgNA"
"Austin Peay State University"	"United States,
              TN"	2.1	"Reporter"	"May 29, 2022"	"https://reports.aashe.org/institutions/austin-peay-state-university-tn/report/"	"https://reports.aashe.orgNA"
"Bow Valley College"	"Canada,
              AB"	2.1	"Reporter"	"Oct. 1, 2021"	"https://reports.aashe.org/institutions/bow-valley-college-ab/report/"	"https://reports.aashe.orgNA"
"California College of the Arts"	"United States,
              CA"	2.1	"Reporter"	"Aug. 28, 2021"	"https://reports.aashe.org/institutions/california-college-of-the-arts-ca/report/"	"https://reports.aashe.orgNA"
"Chapman University"	"United States,
              CA"	1	"Reporter
                
                    *"	"Aug. 3, 2014"	"https://reports.aashe.org/institutions/chapman-university-ca/report/"	"https://reports.aashe.orgNA"
"Clark University"	"United States,
              MA"	2.2	"Reporter"	"March 10, 2024"	"https://reports.aashe.org/institutions/clark-university-ma/report/"	"https://reports.aashe.org/institutions/clark-university-ma/report/2021-03-01/"
"DePaul University"	"United States,
              IL"	1.1	"Reporter
                
                    *"	"March 22, 2015"	"https://reports.aashe.org/institutions/depaul-university-il/report/"	"https://reports.aashe.orgNA"
"Duke University"	"United States,
              NC"	2	"Reporter
                
                    *"	"Feb. 24, 2018"	"https://reports.aashe.org/institutions/duke-university-nc/report/"	"https://reports.aashe.org/institutions/duke-university-nc/report/2015-02-25/"
"El Centro College - DCCCD"	"United States,
              TX"	1	"Reporter
                
                    *"	"Dec. 18, 2014"	"https://reports.aashe.org/institutions/el-centro-college-dcccd-tx/report/"	"https://reports.aashe.orgNA"
"Euromed Management"	"France,
              Marseille"	1.1	"Reporter
                
                    *"	"May 6, 2016"	"https://reports.aashe.org/institutions/euromed-management/report/"	"https://reports.aashe.orgNA"
"Fayetteville State University"	"United States,
              NC"	1.2	"Reporter
                
                    *"	"Feb. 9, 2016"	"https://reports.aashe.org/institutions/fayetteville-state-university-nc/report/"	"https://reports.aashe.orgNA"
"Fort Lewis College"	"United States,
              CO"	2.2	"Reporter"	"Feb. 8, 2024"	"https://reports.aashe.org/institutions/fort-lewis-college-co/report/"	"https://reports.aashe.org/institutions/fort-lewis-college-co/report/2021-02-01/"
"Franklin University Switzerland"	"Switzerland,
              Ticino"	1.2	"Reporter
                
                    *"	"Aug. 4, 2016"	"https://reports.aashe.org/institutions/franklin-college-switzerland/report/"	"https://reports.aashe.orgNA"
"Georgia State University"	"United States,
              GA"	2	"Reporter
                
                    *"	"March 22, 2018"	"https://reports.aashe.org/institutions/georgia-state-university-ga/report/"	"https://reports.aashe.orgNA"
"Hibbing Community College"	"United States,
              MN"	2	"Reporter
                
                    *"	"June 11, 2017"	"https://reports.aashe.org/institutions/hibbing-community-college-mn/report/"	"https://reports.aashe.orgNA"
"Hokkaido University"	"Japan,
              Hokkaido"	1.1	"Reporter
                
                    *"	"Dec. 20, 2015"	"https://reports.aashe.org/institutions/hokkaido-university/report/"	"https://reports.aashe.orgNA"
"Instituto Tecnológico Metropolitano"	"Colombia,
              Antioquia"	2.1	"Reporter"	"Oct. 1, 2023"	"https://reports.aashe.org/institutions/instituto-tecnologico-metropolitano-antioquia/report/"	"https://reports.aashe.orgNA"
"Kyoto University"	"Japan"	1.2	"Reporter
                
                    *"	"Dec. 18, 2016"	"https://reports.aashe.org/institutions/kyoto-university/report/"	"https://reports.aashe.orgNA"
"Lahore University of Management Sciences"	"Pakistan,
              Cantt"	1.2	"Reporter
                
                    *"	"April 10, 2016"	"https://reports.aashe.org/institutions/lahore-university-of-management-sciences/report/"	"https://reports.aashe.orgNA"
"Lakeland Community College"	"United States,
              OH"	1	"Reporter
                
                    *"	"May 31, 2014"	"https://reports.aashe.org/institutions/lake-land-college-oh/report/"	"https://reports.aashe.orgNA"
"Mount Holyoke College"	"United States,
              MA"	2.1	"Reporter"	"Feb. 25, 2022"	"https://reports.aashe.org/institutions/mount-holyoke-college-ma/report/"	"https://reports.aashe.org/institutions/mount-holyoke-college-ma/report/2019-02-26/"
"Northeastern University"	"United States,
              MA"	2.1	"Reporter"	"June 8, 2024"	"https://reports.aashe.org/institutions/northeastern-university-ma/report/"	"https://reports.aashe.orgNA"
"Old Dominion University"	"United States,
              VA"	2	"Reporter
                
                    *"	"July 13, 2018"	"https://reports.aashe.org/institutions/old-dominion-university-va/report/"	"https://reports.aashe.org/institutions/old-dominion-university-va/report/2015-07-14/"
"Pace University"	"United States,
              NY"	2.2	"Reporter"	"March 6, 2023"	"https://reports.aashe.org/institutions/pace-university-ny/report/"	"https://reports.aashe.org/institutions/pace-university-ny/report/2020-03-06/"
"Plymouth State University"	"United States,
              NH"	2	"Reporter
                
                    *"	"Feb. 27, 2017"	"https://reports.aashe.org/institutions/plymouth-state-university-nh/report/"	"https://reports.aashe.orgNA"
"Randolph College"	"United States,
              VA"	2.2	"Reporter"	"Sept. 12, 2022"	"https://reports.aashe.org/institutions/randolph-college-va/report/"	"https://reports.aashe.orgNA"
"State University of New York Polytechnic Institute"	"United States,
              NY"	2.1	"Reporter"	"June 22, 2024"	"https://reports.aashe.org/institutions/state-university-of-new-york-polytechnic-institute-ny/report/"	"https://reports.aashe.org/institutions/state-university-of-new-york-polytechnic-institute-ny/report/2021-03-30/"
"Stockton University"	"United States,
              NJ"	2.1	"Reporter"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/richard-stockton-college-of-new-jersey-nj/report/"	"https://reports.aashe.org/institutions/richard-stockton-college-of-new-jersey-nj/report/2019-03-01/"
"Stony Brook University"	"United States,
              NY"	2	"Reporter
                
                    *"	"Nov. 10, 2019"	"https://reports.aashe.org/institutions/stony-brook-university-ny/report/"	"https://reports.aashe.orgNA"
"University of Alaska Anchorage"	"United States,
              AK"	2	"Reporter
                
                    *"	"Aug. 11, 2018"	"https://reports.aashe.org/institutions/university-of-alaska-anchorage-ak/report/"	"https://reports.aashe.org/institutions/university-of-alaska-anchorage-ak/report/2015-08-12/"
"University of Nebraska at Kearney"	"United States,
              NE"	1	"Reporter
                
                    *"	"Feb. 1, 2015"	"https://reports.aashe.org/institutions/university-of-nebraska-at-kearney-ne/report/"	"https://reports.aashe.orgNA"
"University of Regina"	"Canada,
              SK"	2	"Reporter
                
                    *"	"Nov. 25, 2018"	"https://reports.aashe.org/institutions/university-of-regina-sk/report/"	"https://reports.aashe.orgNA"
"Utrecht University"	"Netherlands"	1.2	"Reporter
                
                    *"	"Dec. 17, 2016"	"https://reports.aashe.org/institutions/utrecht-university/report/"	"https://reports.aashe.orgNA"
"Vanderbilt University"	"United States,
              TN"	2.2	"Reporter"	"March 7, 2024"	"https://reports.aashe.org/institutions/vanderbilt-university-tn/report/"	"https://reports.aashe.org/institutions/vanderbilt-university-tn/report/2021-03-05/"
"Virginia Theological Seminary"	"United States,
              VA"	2.1	"Reporter"	"Nov. 14, 2021"	"https://reports.aashe.org/institutions/virginia-theological-seminary-va/report/"	"https://reports.aashe.orgNA"
"Wentworth Institute of Technology"	"United States,
              MA"	2.2	"Reporter"	"March 7, 2024"	"https://reports.aashe.org/institutions/wentworth-institute-of-technology-ma/report/"	"https://reports.aashe.org/institutions/wentworth-institute-of-technology-ma/report/2021-03-04/"
"Southwestern University"	"United States,
              TX"	2.1	"Bronze"	"Nov. 5, 2021"	"https://reports.aashe.org/institutions/southwestern-university-tx/report/"	"https://reports.aashe.org/institutions/southwestern-university-tx/report/2018-05-10/"
